idema,lon,fint,prec,alt,vmax,vv,dv,lat,dmax,ubi,hr,tamin,ta,tamax,pres,stdvv,ts,pres_nmar,tpr,vis,stddv,inso,tss5cm,psoltp,pliqt,rviento,vmaxu,dvu,pacutp,vvu,stdvvu,stddvu,dmaxu,tss20cm,geo925,geo850,nieve,geo700
3194U,-3.724167,2026-04-13T07:00:00+0000,0.0,664.0,1.8,0.7,269.0,40.451671,292.0,MADRID  C. UNIVERSITARIA,70.0,2.9,5.4,5.4,,,,,0.4,,,,,,,29.0,,,,,,,,,,,,
3194Y,-3.813369,2026-04-13T07:00:00+0000,0.0,665.0,,,,40.448438,,POZUELO DE ALARCON (AUTOMÁTICA),57.0,4.9,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
3195,-3.678095,2026-04-13T07:00:00+0000,0.0,667.0,2.2,0.8,279.0,40.411806,250.0,MADRID RETIRO,68.0,5.7,6.2,6.2,937.3,,,1016.1,0.6,,,,,,,27.0,,,,,,,,,,,,
3209Y,-2.874063,2026-04-13T07:00:00+0000,0.0,835.0,,,,40.765198,,BRIHUEGA,73.0,1.9,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
3229Y,-3.311671,2026-04-13T07:00:00+0000,0.0,594.0,,,,40.247225,,TIELMES,61.0,5.2,6.6,6.6,,,,,,,,,,,,,,,,,,,,,,,,
3245Y,-3.505837,2026-04-13T07:00:00+0000,0.0,635.0,,,,39.696114,,TEMBLEQUE,74.0,2.6,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,
3254Y,-3.780687,2026-04-13T07:00:00+0000,0.0,717.0,8.3,5.0,316.0,39.686888,305.0,MORA DE TOLEDO (AUTOMÁTICA),74.0,3.7,5.5,5.5,,,,,,,,,,,,,,,,,,,,,,,,
3260B,-4.045278,2026-04-13T07:00:00+0000,0.0,512.69,14.3,7.4,343.0,39.884722,355.0,TOLEDO,60.0,6.5,7.2,7.2,956.2,1.4,7.1,1017.5,0.0,20.0,11.0,57.3,7.8,,,,,,0.0,,,,,15.3,,,,
3266A,-4.141883,2026-04-13T07:00:00+0000,0.0,1532.0,15.4,7.3,299.0,40.706342,291.0,ALTO DE LOS LEONES,99.0,-3.7,-3.5,-3.3,843.6,,,,-3.6,,,,,,,299.0,,,,,,,,,,1472.2,,
3268C,-4.017505,2026-04-13T07:00:00+0000,0.0,924.0,6.2,2.7,26.0,40.659724,345.0,ALPEDRETE,60.0,4.7,4.8,5.1,,,,,,,,,,,,,,,,,,,,,,,,
3305Y,-4.476945,2026-04-13T07:00:00+0000,0.0,750.0,,,,39.630556,,NAVAHERMOSA,70.0,2.5,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
3319D,-5.012748,2026-04-13T07:00:00+0000,0.0,1285.0,8.5,4.2,10.0,40.339665,355.0,PUERTO EL PICO,85.0,-0.3,0.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,
3330Y,-4.487227,2026-04-13T07:00:00+0000,0.0,890.0,,,,40.313051,,ROZAS DE PUERTO REAL,60.0,4.3,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,
3337U,-4.455763,2026-04-13T07:00:00+0000,0.0,850.0,8.0,2.7,323.0,40.467501,302.0,CEBREROS,61.0,3.5,6.7,6.7,,,,,,,,,,,,,,,,,,,,,,,,
3338,-4.248613,2026-04-13T07:00:00+0000,,770.0,,,,40.428509,,ROBLEDO DE CHAVELA,59.0,4.7,5.9,5.9,927.7,,,,-1.4,,,,,,,,,,,,,,,,793.9,,,
3343Y,-4.061107,2026-04-13T07:00:00+0000,0.0,884.0,10.0,4.5,345.0,40.496662,335.0,VALDEMORILLO,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3362Y,-4.680608,2026-04-13T07:00:00+0000,0.0,560.0,,,,40.108209,,CASTILLO BAYUELA,60.0,4.7,7.1,7.1,,,,,,,,,,,,,,,,,,,,,,,,
3365A,-4.863596,2026-04-13T07:00:00+0000,0.0,372.0,9.5,2.9,3.0,39.958608,353.0,TALAVERA DE LA REINA,50.0,8.4,9.4,9.4,973.8,1.1,10.8,1018.3,-0.5,20.0,21.0,41.0,13.5,,,,,,0.0,,,,,,,,,
3386A,-5.391666,2026-04-13T07:00:00+0000,0.0,923.0,3.5,1.1,260.0,39.591662,272.0,NAVALVILLAR DE IBOR,80.0,1.5,2.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,
3391,-4.590932,2026-04-13T07:00:00+0000,0.0,630.0,4.0,1.2,253.0,40.288564,231.0,SOTILLO DE LA ADRADA,40.0,6.9,8.5,8.5,,,,,-4.5,,,,,,,41.0,,,,,,,,,,,,
3422D,-5.311326,2026-04-13T07:00:00+0000,0.0,350.0,11.0,1.2,40.0,40.139198,295.0,CANDELEDA (AUTOMATICA),61.0,8.3,8.3,9.4,,,,,,,,,,,,,,,,,,,,,,,,
3423I,-5.373329,2026-04-13T07:00:00+0000,0.0,464.0,9.2,2.1,4.0,40.153888,257.0,MADRIGAL DE LA VERA,55.0,8.1,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
3427Y,-5.114443,2026-04-13T07:00:00+0000,0.0,345.0,,,,39.993338,,OROPESA DEHESÓN DEL  ENCINAR,98.0,1.4,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,,
3434X,-5.582629,2026-04-13T07:00:00+0000,0.0,269.0,3.8,1.8,234.0,39.945759,219.0,NAVALMORAL DE LA MATA,65.0,4.8,8.6,8.6,985.8,0.4,7.0,1018.3,2.5,20.0,12.0,58.0,14.8,,,,,,0.0,,,,,,,,,
3436D,-5.784718,2026-04-13T07:00:00+0000,0.0,690.0,11.4,7.7,346.0,40.111111,345.0,GARGANTA LA OLLA,63.0,5.5,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
3448X,-6.127483,2026-04-13T07:00:00+0000,0.0,406.0,5.7,3.8,312.0,39.820718,312.0,SERRADILLA (AUTOMATICA),71.0,6.3,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
3455X,-5.808349,2026-04-13T07:00:00+0000,0.0,559.0,9.8,4.1,315.0,39.669948,335.0,JARAICEJO,67.0,5.5,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3463Y,-5.874167,2026-04-13T07:00:00+0000,0.0,523.0,7.5,3.5,290.0,39.464167,296.0,TRUJILLO,62.0,5.3,6.8,6.8,,,,,0.0,,,,,,,112.0,,,,,,,,,,,,
3469A,-6.338889,2026-04-13T07:00:00+0000,0.0,393.98,6.4,4.0,307.0,39.471389,290.0,CÁCERES,68.0,5.2,7.3,7.3,973.3,0.8,7.8,1020.4,1.7,20.0,13.0,59.9,15.7,,,,,,0.0,,,,,17.6,,,,
3475X,-6.376392,2026-04-13T07:00:00+0000,0.0,373.0,10.1,5.5,333.0,39.790559,337.0,CAÑAVERAL,59.0,6.8,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,
3494U,-6.239733,2026-04-13T07:00:00+0000,0.0,470.0,5.1,2.8,257.0,40.40809,237.0,NUÑOMORAL,68.0,5.5,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
3503,-6.1675,2026-04-13T07:00:00+0000,,393.0,5.3,2.8,8.0,40.189444,12.0,GUIJO DE GRANADILLA,65.0,6.2,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
3504X,-5.861212,2026-04-13T07:00:00+0000,0.0,724.0,4.0,1.9,23.0,40.265086,27.0,HERVAS,73.0,4.6,4.9,4.9,,,,,,,,,,,,,,,,,,,,,,,,
3512X,-6.338888,2026-04-13T07:00:00+0000,0.0,351.0,5.2,3.6,249.0,40.08083,247.0,MONTEHERMOSO,66.0,6.5,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
3514B,-5.678336,2026-04-13T07:00:00+0000,0.0,991.0,10.2,5.9,104.0,40.258612,112.0,TORNAVACAS,71.0,3.4,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
3516X,-5.832386,2026-04-13T07:00:00+0000,0.0,1260.0,8.0,4.6,330.0,40.120781,310.0,PIORNAL (AUTOMATICA),79.0,1.2,2.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,
3519X,-6.085781,2026-04-13T07:00:00+0000,0.0,415.0,5.0,2.3,52.0,40.043053,65.0,PLASENCIA,65.0,6.5,7.3,7.4,,,,,1.1,,,,,,,65.0,,,,,,,,,,,,
3526X,-6.557527,2026-04-13T07:00:00+0000,0.0,313.0,5.7,3.8,318.0,40.003539,317.0,CORIA,67.0,4.9,7.9,7.9,982.6,0.6,9.2,1020.5,2.1,20.0,8.0,46.0,13.9,,,,,,0.0,,,,,,,,,
3531X,-6.411707,2026-04-13T07:00:00+0000,0.0,459.0,8.4,5.0,339.0,40.254924,340.0,TORRECILLA DE LOS ANGELES,64.0,5.4,7.8,7.8,,,,,,,,,,,,,,,,,,,,,,,,
3536X,-6.724444,2026-04-13T07:00:00+0000,0.0,560.0,2.4,0.6,187.0,40.174832,20.0,HOYOS,76.0,3.6,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3540X,-6.860004,2026-04-13T07:00:00+0000,0.0,336.0,5.5,3.6,316.0,39.871388,322.0,ZARZA LA MAYOR,63.0,6.0,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
3547X,-6.896107,2026-04-13T07:00:00+0000,0.0,450.0,3.3,1.5,253.0,40.207224,252.0,VALVERDE DE FRESNO,74.0,4.8,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
3562X,-6.736389,2026-04-13T07:00:00+0000,0.0,321.0,3.9,2.4,242.0,39.4275,242.0,ALISEDA  LA UMBRÍA,74.0,4.6,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
3565X,-6.744998,2026-04-13T07:00:00+0000,0.0,425.0,3.8,1.8,330.0,39.61806,327.0,BROZAS (AUTOMATICA),75.0,5.6,6.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,
3576X,-7.231135,2026-04-13T07:00:00+0000,0.0,444.0,5.1,3.0,285.0,39.414861,292.0,VALENCIA DE ALCÁNTARA,76.0,5.8,7.2,7.2,967.7,0.8,7.9,1021.1,3.2,20.0,10.0,32.0,13.6,,,,,,0.0,,,,,,,,,
4007Y,-2.745006,2026-04-13T07:00:00+0000,0.0,905.0,8.1,3.8,34.0,38.965833,35.0,OSSA DE MONTIEL,74.0,3.1,5.1,5.1,,,,,,,,,,,,,,,,,,,,,,,,
4051Y,-2.80695,2026-04-13T07:00:00+0000,0.0,875.0,5.8,2.7,320.0,40.061113,330.0,ALCÁZAR DEL REY,75.0,1.8,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
4064Y,-3.215832,2026-04-13T07:00:00+0000,0.0,640.0,4.2,1.7,349.0,39.390829,22.0,ALCAZAR DE SAN JUAN,76.0,4.7,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
4067,-3.528358,2026-04-13T07:00:00+0000,0.0,690.0,8.1,5.7,290.0,39.492064,296.0,MADRIDEJOS,78.0,3.7,5.1,5.1,935.3,0.8,5.1,1017.1,1.5,20.0,5.0,60.0,11.4,,,,,,0.0,,,,,,,,,
4070Y,-2.395207,2026-04-13T07:00:00+0000,0.0,1020.0,7.3,3.7,345.0,40.018782,340.0,ABIA DE OBISPALIA,82.0,0.9,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4075Y,-2.503334,2026-04-13T07:00:00+0000,0.0,870.0,,,,39.840279,,VILLARES DEL SAZ,78.0,2.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,
4089A,-2.49575,2026-04-13T07:00:00+0000,0.0,857.5,10.7,5.7,339.0,39.516972,2.0,ALBERCA DE ZANCARA,73.0,2.5,3.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,
4090Y,-2.420691,2026-04-13T07:00:00+0000,0.0,728.0,11.3,7.7,321.0,39.416736,311.0,SAN CLEMENTE,69.0,2.7,5.1,5.1,929.6,1.4,5.2,1015.5,0.0,20.0,6.0,49.0,12.2,,,,,,0.0,,,,,,,,,
4091Y,-2.592567,2026-04-13T07:00:00+0000,0.0,718.0,7.1,3.3,301.0,39.261894,280.0,VILLARROBLEDO,75.0,4.3,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
4093Y,-2.759997,2026-04-13T07:00:00+0000,0.0,763.0,9.7,4.9,331.0,39.656115,345.0,OSA DE LA VEGA (AUTOMÁTICA),75.0,2.9,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
4095Y,-2.705556,2026-04-13T07:00:00+0000,0.0,745.0,4.9,2.5,347.0,39.555281,340.0,BELMONTE,80.0,2.8,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
4096Y,-2.488886,2026-04-13T07:00:00+0000,0.0,918.0,6.8,3.1,325.0,39.016663,325.0,MUNERA  SAN BARTOLOMÉ (AUTOMÁTICA),84.0,2.4,3.2,3.2,,,,,,,,,,,,,,,,,,,,,,,,
4103X,-3.00749,2026-04-13T07:00:00+0000,0.0,662.0,5.6,2.2,316.0,39.169045,320.0,TOMELLOSO,79.0,4.1,6.0,6.0,939.1,1.0,7.9,1017.5,2.7,16.3,32.0,60.0,13.2,,,,,,0.0,,,,,,,,,
4116I,-3.741944,2026-04-13T07:00:00+0000,0.0,626.5,,,,38.950833,,ALMAGRO/FAMET,63.0,5.1,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,
4121,-3.920278,2026-04-13T07:00:00+0000,0.0,626.17,6.2,2.9,330.0,38.989167,345.0,CIUDAD REAL,67.0,6.5,7.0,7.0,943.4,0.8,6.3,1017.6,1.3,20.0,20.0,60.0,14.6,,,,,,0.0,,,,,16.1,,,,
4138Y,-3.004441,2026-04-13T07:00:00+0000,0.0,900.0,8.5,5.4,19.0,38.737497,25.0,VILLANUEVA DE LOS INFANTES,85.0,3.1,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
4147X,-3.391368,2026-04-13T07:00:00+0000,0.0,700.0,3.2,0.9,307.0,38.750423,299.0,VALDEPEÑAS,64.0,4.7,6.8,6.8,934.5,0.4,9.9,1016.9,0.4,20.0,33.0,43.0,16.6,,,,,,0.0,,,,,,,,,
4148,-3.566725,2026-04-13T07:00:00+0000,0.0,804.0,4.7,3.0,319.0,38.518051,321.0,VISO DEL MARQUÉS,84.0,3.7,5.1,5.1,923.1,0.7,,,2.7,,15.0,,,,,,,,,,,,,,787.2,,,
4193Y,-4.282654,2026-04-13T07:00:00+0000,0.0,587.1,,,,39.217045,,EL ROBLEDO,,4.3,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
4195E,-4.394988,2026-04-13T07:00:00+0000,0.0,651.0,4.0,2.0,323.0,39.32091,300.0,ALCORNOQUERA  PARQUE NACIONAL CABAÑEROS,73.0,3.8,6.0,6.0,941.0,0.4,,1018.2,1.5,,16.0,,,,,,,,,,,,,,,,,
4220X,-4.622035,2026-04-13T07:00:00+0000,0.0,531.48,2.2,0.8,201.0,39.083623,238.0,PUEBLA DE DON RODRIGO,69.0,5.5,8.1,8.1,955.0,0.3,,1018.2,2.7,,46.0,,,,,,,,,,,,,,,,,
4236Y,-5.026459,2026-04-13T07:00:00+0000,0.0,689.04,4.5,1.0,308.0,39.450439,312.0,PUERTO DEL REY,60.0,4.4,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
4244X,-5.062271,2026-04-13T07:00:00+0000,0.0,447.0,1.6,0.4,205.0,39.169355,142.0,HERRERA DEL DUQUE,79.0,4.1,6.8,6.8,965.2,0.3,5.7,1018.9,3.4,20.0,100.0,54.0,12.5,,,,,,0.0,,,,,,,,,
4245X,-5.333333,2026-04-13T07:00:00+0000,0.0,660.0,6.4,1.6,343.0,39.455271,320.0,GUADALUPE (AUTOMATICA),62.0,5.1,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
4260,-5.577502,2026-04-13T07:00:00+0000,0.0,542.0,8.2,4.7,295.0,38.479719,292.0,PERALEDA DEL ZAUCEJO,72.0,5.1,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
4267X,-5.121442,2026-04-13T07:00:00+0000,0.0,551.0,10.7,6.8,298.0,38.498369,294.0,HINOJOSA DEL DUQUE,67.0,4.1,6.5,6.5,953.2,1.2,,1019.0,0.9,,9.0,,,,,,,,,,,,,,,,,
4300Y,-4.845277,2026-04-13T07:00:00+0000,0.0,535.0,5.6,2.4,312.0,38.775284,317.0,MINAS DE ALMADÉN,74.0,5.3,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
4325Y,-5.529083,2026-04-13T07:00:00+0000,0.0,459.0,5.1,2.1,306.0,38.741813,255.0,CASTUERA,70.0,4.1,6.9,6.9,,,,,,,,,,,,,,,,,,,,,,,,
4339X,-5.369009,2026-04-13T07:00:00+0000,0.0,590.0,6.8,4.1,339.0,39.314167,347.0,CAÑAMERO  EL PINAR,71.0,4.4,5.8,5.8,,,,,,,,,,,,,,,,,,,,,,,,
4340,-5.461334,2026-04-13T07:00:00+0000,0.0,313.0,7.2,4.7,318.0,39.103459,322.0,NAVALVILLAR DE PELA,67.0,7.0,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
4347X,-5.710276,2026-04-13T07:00:00+0000,0.0,413.0,8.6,5.1,309.0,39.282781,312.0,ZORITA,78.0,5.2,6.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,
4358X,-5.880481,2026-04-13T07:00:00+0000,0.0,273.0,6.2,4.0,197.0,38.95559,194.0,DON BENITO,64.0,6.6,8.1,8.1,986.9,0.8,9.4,1020.0,1.7,20.0,9.0,1.0,16.2,,,,,,0.0,,,,,,,,,
4362X,-5.845813,2026-04-13T07:00:00+0000,0.0,474.1,8.7,6.0,308.0,38.576493,310.0,RETAMAL DE LLERENA ,74.0,4.8,6.5,6.5,,,,,,,,,,,,,,,,,,,,,,,,
4386B,-6.017048,2026-04-13T07:00:00+0000,0.0,655.0,10.7,6.7,326.0,38.231708,326.0,LLERENA,74.0,3.9,5.7,5.7,942.7,1.6,8.0,1020.6,1.5,20.0,8.0,54.0,5.7,,,,,,0.0,,,,,,,,,
4395X,-6.306664,2026-04-13T07:00:00+0000,0.0,430.0,5.4,3.1,301.0,38.551667,307.0,VILLAFRANCA DE LOS BARROS,82.0,4.7,5.9,5.9,,,,,,,,,,,,,,,,,,,,,,,,
4410X,-6.385632,2026-04-13T07:00:00+0000,0.0,228.0,3.5,1.9,242.0,38.915884,248.0,MÉRIDA,76.0,5.2,7.6,7.6,993.1,0.6,,1020.9,3.6,,19.0,,,,,,,,,,,,,,,,,
4411C,-6.231012,2026-04-13T07:00:00+0000,0.0,467.0,7.5,4.0,309.0,39.197636,317.0,ALCUESCAR,74.0,4.3,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,
4427X,-6.436641,2026-04-13T07:00:00+0000,0.0,433.0,4.8,3.2,347.0,38.425855,335.0,ZAFRA (AUTOMATICA),77.0,4.9,7.2,7.2,,,,,,,,,,,,,,,,,,,,,,,,
4436Y,-6.361046,2026-04-13T07:00:00+0000,0.0,371.0,6.4,3.5,356.0,38.688902,0.0,ALMENDRALEJO,75.0,5.1,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
4442X,-6.6275,2026-04-13T07:00:00+0000,0.0,345.0,5.2,3.2,296.0,38.618611,285.0,SANTA MARTA DE LOS BARROS,81.0,5.4,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
4452,-6.81389,2026-04-13T07:00:00+0000,0.0,185.5,4.2,2.1,270.0,38.883396,263.0,BADAJOZ/TALAVERA LA REAL,79.0,6.8,8.4,8.4,998.6,0.6,8.1,1021.3,5.0,,19.0,56.1,9.0,,,,,,0.0,,,,,14.0,,,,
4464X,-6.995182,2026-04-13T07:00:00+0000,0.0,283.0,3.0,1.1,351.0,39.181934,357.0,ALBURQUERQUE,82.0,4.3,7.6,7.6,,,,,,,,,,,,,,,,,,,,,,,,
4468X,-6.600769,2026-04-13T07:00:00+0000,0.0,392.0,6.9,3.9,309.0,39.176623,300.0,PUEBLA DE OBANDO (AUTOMATICA),73.0,5.4,6.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,
4478X,-7.00948,2026-04-13T07:00:00+0000,0.0,173.7,2.8,1.5,305.0,38.886205,317.0,BADAJOZ UNIVERSIDAD,85.0,6.2,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
4486X,-7.084439,2026-04-13T07:00:00+0000,0.0,275.0,3.3,1.4,257.0,38.697503,275.0,OLIVENZA,88.0,5.8,7.3,7.3,,,,,,,,,,,,,,,,,,,,,,,,
4489X,-7.28194,2026-04-13T07:00:00+0000,0.0,170.0,5.8,3.6,349.0,38.484719,7.0,ALCONCHEL (AUTOMATICA),84.0,7.5,8.5,8.5,,,,,,,,,,,,,,,,,,,,,,,,
4492F,-6.923333,2026-04-13T07:00:00+0000,0.0,377.0,1.3,0.2,142.0,38.472778,190.0,EVC_BARCARROTA,89.0,4.5,5.9,5.9,976.8,,,,,,,,,,,,,,,,,,,,,,,
4497X,-7.158056,2026-04-13T07:00:00+0000,0.0,247.0,2.1,0.8,206.0,38.372219,30.0,VILLANUEVA DEL FRESNO,91.0,5.3,6.2,6.2,,,,,,,,,,,,,,,,,,,,,,,,
4499X,-6.271862,2026-04-13T07:00:00+0000,0.0,771.0,10.8,6.0,296.0,38.081296,300.0,MONESTERIO (AUTOMATICA),86.0,2.6,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
4501X,-6.311317,2026-04-13T07:00:00+0000,0.0,602.0,3.7,1.8,268.0,38.20874,260.0,FUENTE DE CANTOS,86.0,2.1,4.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,
4511C,-6.765058,2026-04-13T07:00:00+0000,0.0,381.0,7.3,4.2,312.0,38.298514,287.0,JEREZ DE LOS CABALLEROS,73.0,6.1,7.6,7.6,975.2,0.7,7.8,1021.1,3.0,20.0,6.0,54.0,15.2,,,,,,0.0,,,,,,,,,
4520X,-6.661793,2026-04-13T07:00:00+0000,0.0,586.0,5.5,2.2,330.0,38.178438,315.0,FREGENAL DE LA SIERRA,85.0,4.0,5.7,5.7,,,,,,,,,,,,,,,,,,,,,,,,
4527X,-6.975941,2026-04-13T07:00:00+0000,0.0,267.0,6.5,2.6,340.0,37.980282,295.0,AROCHE (MASERA - AUTOMATICA),77.0,6.5,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
4541X,-7.51994,2026-04-13T07:00:00+0000,0.0,60.0,,,,37.553656,,EL GRANADO (BOCACHANZA - AUTOMÁTICA),89.0,7.3,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
4549Y,-7.394971,2026-04-13T07:00:00+0000,0.0,2.63,9.2,3.7,346.0,37.194607,350.0,AYAMONTE  ISLA CANELA,77.0,9.8,10.5,10.5,1020.7,,,1021.2,6.7,,,,,,,176.0,,,,,,,,,,,,
4554X,-7.08361,2026-04-13T07:00:00+0000,0.0,15.0,8.2,3.5,7.0,37.218334,7.0,CARTAYA   PEMARES ,84.0,8.2,8.9,8.9,,,,,,,,,,,,,,,,,,,,,,,,
4560Y,-6.674999,2026-04-13T07:00:00+0000,0.0,572.0,12.1,6.0,1.0,37.868615,344.0,ALAJAR  CABEZO MOLINOS,84.0,4.7,5.6,5.6,952.5,1.6,8.9,,,,13.0,4.0,15.6,,,,,,,,,,,,,,,
4575X,-6.767767,2026-04-13T07:00:00+0000,0.0,280.4,,,,37.575348,,VALVERDE CAMINO (CH.GUADIANA AUTOMATICA),80.0,6.4,8.2,8.2,,,,,,,,,,,,,,,,,,,,,,,,
4584X,-6.942237,2026-04-13T07:00:00+0000,0.0,270.0,,,,37.731577,,EL CERRO DE ANDEVALO,77.0,7.3,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,
4589X,-7.11944,2026-04-13T07:00:00+0000,0.0,276.0,6.5,4.0,292.0,37.597782,287.0,ALOSNO  THARSIS-MINAS ,93.0,5.9,6.3,6.3,,,,,,,,,,,,,,,,,,,,,,,,
4608X,-6.630003,2026-04-13T07:00:00+0000,0.0,415.0,8.3,5.9,345.0,37.677226,352.0,EL CAMPILLO  EL ZUMAJO ,76.0,6.4,7.7,7.7,,,,,,,,,,,,,,,,,,,,,,,,
4622X,-6.636671,2026-04-13T07:00:00+0000,0.0,145.0,5.4,3.3,339.0,37.450835,317.0,VILLARRASA  PLANTA DE RECICLAJE,74.0,8.3,9.1,9.1,,,,,,,,,,,,,,,,,,,,,,,,
4642E,-6.911696,2026-04-13T07:00:00+0000,0.0,17.59,7.6,3.6,310.0,37.278412,300.0,HUELVA  RONDA ESTE,83.0,7.4,8.8,8.8,1019.1,1.0,9.1,1021.5,6.1,19.7,22.0,44.4,16.2,,,,,,0.0,,,,,19.1,,,,
5000C,-5.346967,2026-04-13T07:00:00+0000,0.0,87.0,12.8,5.2,301.0,35.888727,303.0,CEUTA,56.0,11.2,12.8,12.8,1007.9,1.8,12.4,1018.6,4.3,13.5,29.0,59.4,14.1,,,,,,0.0,,,,,15.7,,,,
5038Y,-3.003891,2026-04-13T07:00:00+0000,0.0,799.0,,,,37.915837,,CAZORLA (AUTOMATICA),89.0,6.3,6.3,6.6,,,,,,,,,,,,,,,,,,,,,,,,
5047E,-2.734995,2026-04-13T07:00:00+0000,0.0,785.0,11.8,7.2,283.0,37.505829,284.0,BAZA  CRUZ ROJA,74.0,6.9,7.3,7.6,923.8,1.4,7.9,,3.0,19.9,9.0,0.0,12.9,,,,,,0.0,,,,,,774.3,,,
5051X,-2.652778,2026-04-13T07:00:00+0000,0.0,1100.5,7.7,3.1,3.0,37.861389,3.0,HUÉSCAR,64.0,4.5,4.5,4.6,888.4,1.4,11.2,,,20.0,21.0,0.0,4.5,,,,,,0.0,,,,,,,,,
5060X,-2.228056,2026-04-13T07:00:00+0000,0.0,1190.0,,,,37.860832,,TOPARES,66.0,3.7,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
5103E,-3.256944,2026-04-13T07:00:00+0000,,2151.69,10.8,6.8,285.0,37.158333,281.0,CAMARATE 2  PARQUE NACIONAL SIERRA NEVADA,82.0,-3.4,-3.1,-3.1,780.8,1.4,,,,,10.0,,,,,,,,,,,,,,,,,
5103F,-3.254022,2026-04-13T07:00:00+0000,,1534.04,6.8,2.2,1.0,37.191027,334.0,CAMARATE  PARQUE NACIONAL SIERRA NEVADA,72.0,1.7,3.1,3.2,843.5,1.1,,1015.9,-1.4,,37.0,,,,,,,,,,,,,,,,,
5107D,-2.986406,2026-04-13T07:00:00+0000,0.0,1197.0,9.9,5.4,286.0,37.179936,292.0,DÓLAR,76.0,4.3,4.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,
5112X,-3.129722,2026-04-13T07:00:00+0000,0.0,916.5,5.6,3.2,317.0,37.311944,325.0,GUADIX,77.0,5.4,6.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,
5164B,-3.461951,2026-04-13T07:00:00+0000,0.0,771.0,4.1,1.5,288.0,37.996668,300.0,BAEZA,87.0,5.2,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
5165X,-3.563581,2026-04-13T07:00:00+0000,0.0,910.0,,,,37.780842,,TORRES,82.0,5.0,5.3,5.3,,,,,,,,,,,,,,,,,,,,,,,,
5181D,-2.889764,2026-04-13T07:00:00+0000,0.0,580.0,,,,38.314753,,ARROYO DEL OJANCO,75.0,6.6,8.0,8.1,,,,,,,,,,,,0.0,,,,,,,,,,,,
